Company,Date,Price,Open,High,Low,Vol.,Change %
GB AUTO,2025-03-16,19.5,18.7,19.5,17.75,3670000,5.41
GB AUTO,2025-03-23,20.25,19.5,21.2,18.11,10530000,3.85
GB AUTO,2025-03-30,21.62,20.25,21.75,20.25,1290000,6.77
GB AUTO,2025-04-06,21.5,20.98,22.4,19.8,11610000,-0.56
GB AUTO,2025-04-13,22.99,21.76,23.25,21.02,7790000,6.93
GB AUTO,2025-04-20,22.76,23.69,23.75,22.62,3060000,-1.0
GB AUTO,2025-04-27,22.36,22.99,23.5,22.3,2600000,-1.76
GB AUTO,2025-05-04,21.5,22.51,22.94,21.03,3010000,-3.85
GB AUTO,2025-05-11,20.99,21.32,21.85,20.92,2240000,-2.37
GB AUTO,2025-05-18,21.4,21.0,22.2,20.26,1850000,1.95
GB AUTO,2025-05-25,22.45,21.86,23.19,21.0,8430000,4.91
GB AUTO,2025-06-01,24.0,22.46,24.09,22.25,5630000,6.9
GB AUTO,2025-06-08,24.09,23.8,24.49,23.0,1240000,0.38
GB AUTO,2025-06-15,21.8,23.14,23.14,20.75,6240000,-9.51
GB AUTO,2025-06-22,23.69,21.0,23.7,20.83,4280000,8.67
GB AUTO,2025-06-29,21.9,23.6,23.6,21.55,6410000,-7.56
GB AUTO,2025-07-06,23.56,21.95,23.97,21.88,7240000,7.58
GB AUTO,2025-07-13,24.81,23.65,25.0,23.11,10600000,5.31
GB AUTO,2025-07-20,23.43,24.81,25.24,23.27,6000000,-5.56
GB AUTO,2025-07-27,25.49,23.67,25.49,23.26,7860000,8.79
GB AUTO,2025-08-03,24.5,25.44,25.7,24.2,3600000,-3.88
GB AUTO,2025-08-10,24.98,24.51,25.44,24.3,5070000,1.96
GB AUTO,2025-08-17,26.09,24.98,26.97,24.62,7660000,4.44
GB AUTO,2025-08-24,25.5,26.1,26.45,24.8,3910000,-2.26
GB AUTO,2025-08-31,24.17,25.5,25.7,23.88,2690000,-5.22
GB AUTO,2025-09-07,23.78,24.25,24.48,23.25,2710000,-1.61
GB AUTO,2025-09-14,22.0,23.78,23.87,19.1,5800000,-7.49
GB AUTO,2025-09-21,21.85,22.01,22.13,21.25,4160000,-0.68
GB AUTO,2025-09-28,22.5,21.85,23.0,21.61,4030000,2.97
GB AUTO,2025-10-05,22.79,22.83,23.46,22.51,2710000,1.29
GB AUTO,2025-10-12,23.19,22.79,23.5,22.6,10230000,1.76
GB AUTO,2025-10-19,25.17,23.2,25.18,23.2,31370000,8.54
GB AUTO,2025-10-26,24.59,25.2,25.5,24.04,7340000,-2.3
GB AUTO,2025-11-02,26.0,24.76,26.15,24.4,10880000,5.73
GB AUTO,2025-11-09,27.75,26.15,28.05,26.07,13710000,6.73
GB AUTO,2025-11-16,26.5,27.76,28.5,26.14,7870000,-4.5
GB AUTO,2025-11-23,26.14,26.69,27.39,25.5,4430000,-1.36
GB AUTO,2025-11-30,26.26,26.15,26.75,24.68,4090000,0.46
GB AUTO,2025-12-07,26.3,26.26,26.47,25.53,4530000,0.15
GB AUTO,2025-12-14,26.99,26.39,27.79,26.0,8080000,2.62
GB AUTO,2025-12-21,26.99,27.0,27.55,26.1,5540000,0.0
GB AUTO,2025-12-28,27.0,27.05,27.39,26.32,4880000,0.04
GB AUTO,2026-01-04,26.2,27.1,27.15,25.34,5080000,-2.96
GB AUTO,2026-01-11,26.0,26.2,29.25,25.7,15840000,-0.76
GB AUTO,2026-01-18,29.36,26.4,30.44,26.1,22940000,12.92
GB AUTO,2026-01-25,31.03,29.36,31.9,29.36,16610000,5.69
GB AUTO,2026-02-01,30.76,30.62,33.4,29.8,11200000,-0.87
GB AUTO,2026-02-08,30.42,30.92,31.58,29.37,19190000,-1.11
GB AUTO,2026-02-15,30.57,30.68,31.61,30.2,14560000,0.49
GB AUTO,2026-02-22,28.55,30.57,30.93,28.55,8470000,-6.61
GB AUTO,2026-03-01,27.0,27.1,28.27,25.99,11700000,-5.43
GB AUTO,2026-03-08,25.26,27.1,27.24,23.95,35360000,-6.44
GB AUTO,2026-03-15,24.92,25.36,25.38,23.92,17040000,-1.35
GB AUTO,2026-03-22,24.8,25.35,25.87,24.42,9200000,-0.48
GB AUTO,2026-03-29,25.0,24.6,25.09,24.03,12520000,0.81
GIHD,2017-01-01,5.09,5.0,5.15,4.95,87500,0.99
GIHD,2017-01-08,5.03,5.01,5.1,4.94,92820,-1.18
GIHD,2017-01-15,4.82,5.09,5.4,4.67,395860,-4.17
GIHD,2017-01-22,4.76,4.77,4.89,4.69,61370,-1.24
GIHD,2017-01-29,4.5,4.72,4.75,4.44,71210,-5.46
GIHD,2017-02-05,4.69,4.7,4.89,4.46,107950,4.22
GIHD,2017-02-12,4.58,4.77,4.78,4.32,118750,-2.35
GIHD,2017-02-19,4.48,4.58,5.02,4.34,106000,-2.18
GIHD,2017-02-26,4.46,4.43,4.55,4.37,35370,-0.45
GIHD,2017-03-05,4.53,4.48,4.6,4.41,86800,1.57
GIHD,2017-03-12,4.44,4.48,4.54,4.4,67980,-1.99
GIHD,2017-03-19,4.78,4.48,4.89,4.33,194740,7.66
GIHD,2017-03-26,4.76,4.82,4.9,4.6,135020,-0.42
GIHD,2017-04-02,5.3,4.67,5.44,4.57,636780,11.34
GIHD,2017-04-09,5.4,5.25,5.56,5.17,414220,1.89
GIHD,2017-04-16,5.37,5.59,5.76,5.3,465180,-0.56
GIHD,2017-04-23,4.99,5.26,5.3,4.86,412530,-7.08
GIHD,2017-04-30,5.19,4.95,5.3,4.82,249830,4.01
GIHD,2017-05-07,5.38,5.15,5.47,5.14,299910,3.66
GIHD,2017-05-14,5.49,5.47,5.61,5.2,347200,2.04
GIHD,2017-05-21,5.58,5.45,5.6,5.16,244790,1.64
GIHD,2017-05-28,5.5,5.5,5.55,5.33,67170,-1.43
GIHD,2017-06-04,5.5,5.5,5.61,5.5,67180,0.0
GIHD,2017-06-11,5.52,5.51,5.73,5.42,92400,0.36
GIHD,2017-06-18,5.61,5.5,5.7,5.5,43630,1.63
GIHD,2017-06-25,5.53,5.59,5.59,5.51,8900,-1.43
GIHD,2017-07-02,5.51,5.51,5.61,5.5,48820,-0.36
GIHD,2017-07-09,5.53,5.4,5.7,5.4,120030,0.36
GIHD,2017-07-16,6.06,5.41,6.23,5.41,141230,9.58
GIHD,2017-07-23,5.73,6.01,6.19,5.64,80860,-5.45
GIHD,2017-07-30,6.26,5.63,6.35,5.58,173790,9.25
GIHD,2017-08-06,6.03,6.23,6.39,6.0,69420,-3.67
GIHD,2017-08-13,6.15,6.05,6.25,5.95,181250,1.99
GIHD,2017-08-20,6.35,6.23,6.6,6.1,589360,3.25
GIHD,2017-08-27,6.35,6.26,6.54,6.17,313620,0.0
GIHD,2017-09-03,6.4,6.34,6.4,6.2,247350,0.79
GIHD,2017-09-10,6.37,6.4,6.45,6.22,226270,-0.47
GIHD,2017-09-17,6.61,6.35,6.69,6.32,61790,3.77
GIHD,2017-09-24,6.55,6.7,6.76,6.49,100720,-0.91
GIHD,2017-10-01,6.5,6.6,6.6,6.5,82980,-0.76
GIHD,2017-10-08,6.67,6.69,6.99,6.3,99910,2.62
GIHD,2017-10-15,6.73,6.63,6.9,6.5,88960,0.9
GIHD,2017-10-22,6.91,6.7,7.1,6.66,29150,2.67
GIHD,2017-10-29,7.01,6.76,7.47,6.75,33940,1.45
GIHD,2017-11-05,6.45,6.61,6.77,6.25,33430,-7.99
GIHD,2017-11-12,6.21,6.4,6.47,6.19,6500,-3.72
GIHD,2017-11-19,6.35,5.95,6.57,5.64,24650,2.25
GIHD,2017-11-26,6.67,6.58,6.7,6.4,45190,5.04
GIHD,2017-12-03,6.65,6.4,6.67,6.26,15590,-0.3
GIHD,2017-12-10,7.17,6.34,7.46,6.22,134760,7.82
GIHD,2017-12-17,7.05,7.35,7.7,6.81,164180,-1.67
GIHD,2017-12-24,6.69,6.9,7.35,6.65,19660,-5.11
GIHD,2017-12-31,6.43,6.5,7.0,6.31,23600,-3.89
GIHD,2018-01-07,6.15,6.44,6.44,6.05,10380,-4.35
GIHD,2018-01-14,6.47,6.63,6.63,5.85,11400,5.2
GIHD,2018-01-21,6.49,6.36,6.86,6.21,40850,0.31
GIHD,2018-01-28,6.46,6.5,6.8,6.31,44560,-0.46
GIHD,2018-02-04,6.52,6.6,6.66,6.31,49360,0.93
GIHD,2018-02-11,6.4,6.5,6.69,6.31,38130,-1.84
GIHD,2018-02-18,6.15,6.36,6.36,6.1,19950,-3.91
GIHD,2018-02-25,6.03,6.31,6.42,6.0,45740,-1.95
GIHD,2018-03-04,7.09,6.09,7.83,6.09,60750,17.58
GIHD,2018-03-11,7.7,7.19,7.77,7.11,169340,8.6
GIHD,2018-03-18,7.38,7.55,7.8,7.25,149230,-4.16
GIHD,2018-03-25,7.5,7.01,7.97,7.01,10300,1.63
GIHD,2018-04-01,7.5,7.79,7.79,7.5,1510,0.0
GIHD,2018-04-08,7.5,7.55,7.55,7.05,860,0.0
GIHD,2018-04-15,7.5,7.05,7.5,7.05,2540,0.0
GIHD,2018-04-22,7.5,6.75,7.5,6.75,3060,0.0
GIHD,2018-04-29,7.5,7.1,7.5,6.77,6360,0.0
GIHD,2018-05-06,7.5,7.0,7.5,6.78,57770,0.0
GIHD,2018-05-13,7.5,6.76,7.5,6.76,500,0.0
GIHD,2018-05-20,6.9,6.76,7.19,6.52,66580,-8.0
GIHD,2018-05-27,7.14,7.09,7.3,6.53,11920,3.48
GIHD,2018-06-03,7.14,6.99,7.14,6.43,9210,0.0
GIHD,2018-06-17,7.14,6.97,7.14,6.43,630,0.0
GIHD,2018-06-24,7.14,6.43,7.14,6.43,8290,0.0
GIHD,2018-07-01,7.08,6.85,7.28,6.55,163040,-0.84
GIHD,2018-07-08,6.47,6.91,7.15,5.9,156650,-8.62
GIHD,2018-07-15,6.06,6.51,6.64,6.0,29390,-6.34
GIHD,2018-07-22,6.06,6.01,6.32,6.0,4800,0.0
GIHD,2018-07-29,6.06,5.7,6.06,5.7,750,0.0
GIHD,2018-08-05,6.06,5.65,6.33,5.46,12500,0.0
GIHD,2018-08-12,6.06,5.61,6.06,5.5,6630,0.0
GIHD,2018-08-26,6.06,5.5,6.06,5.47,3550,0.0
GIHD,2018-09-02,5.47,5.5,5.51,5.46,12820,-9.74
GIHD,2018-09-09,5.47,5.16,5.9,5.15,4880,0.0
GIHD,2018-09-16,5.47,4.95,5.47,4.93,3000,0.0
GIHD,2018-09-23,5.47,4.93,5.47,4.93,12750,0.0
GIHD,2018-09-30,5.02,5.01,5.57,4.94,12460,-8.23
GIHD,2018-10-07,5.02,5.02,5.02,5.02,46430,0.0
GIHD,2018-10-14,4.7,4.6,5.0,4.6,22880,-6.37
GIHD,2018-10-21,4.65,4.8,5.29,4.62,66280,-1.06
GIHD,2018-10-28,4.69,4.7,5.12,4.6,19060,0.86
GIHD,2018-11-04,5.06,4.71,5.1,4.55,40230,7.89
GIHD,2018-11-11,5.08,4.93,5.2,4.93,27910,0.4
GIHD,2018-11-18,5.08,4.85,5.13,4.6,11440,0.0
GIHD,2018-11-25,4.68,4.95,5.0,4.59,32690,-7.87
GIHD,2018-12-02,4.88,4.85,5.0,4.4,34150,4.27
GIHD,2018-12-09,5.0,4.7,5.29,4.7,45770,2.46
GIHD,2018-12-16,5.39,5.2,5.48,4.82,47670,7.8
GIHD,2018-12-23,6.01,5.4,6.06,4.86,107420,11.5
GIHD,2018-12-30,6.51,6.45,6.79,5.82,139420,8.32
GIHD,2019-01-06,6.07,6.11,6.37,5.8,58650,-6.76
GIHD,2019-01-13,6.25,5.85,6.33,5.81,21500,2.97
GIHD,2019-01-20,6.29,6.13,6.3,6.04,136300,0.64
GIHD,2019-01-27,5.82,5.9,6.25,5.32,100390,-7.47
GIHD,2019-02-03,5.86,5.61,6.0,5.58,47030,0.69
GIHD,2019-02-10,5.89,5.75,5.99,5.7,17900,0.51
GIHD,2019-02-17,5.7,5.72,5.94,5.52,41880,-3.23
GIHD,2019-02-24,5.68,5.65,5.93,5.65,21350,-0.35
GIHD,2019-03-03,5.48,5.6,5.6,5.15,14090,-3.52
GIHD,2019-03-10,5.48,5.85,5.88,5.48,3900,0.0
GIHD,2019-03-17,5.48,5.38,5.8,5.38,600,0.0
GIHD,2019-03-24,4.91,5.1,5.25,4.84,16790,-10.4
GIHD,2019-03-31,4.91,5.0,5.05,4.74,12540,0.0
GIHD,2019-04-07,4.91,4.7,4.99,4.7,5910,0.0
GIHD,2019-04-14,4.91,4.65,4.91,4.43,3480,0.0
GIHD,2019-04-21,4.91,4.95,4.95,4.5,2500,0.0
GIHD,2019-05-05,4.91,4.43,4.91,4.43,1000,0.0
GIHD,2019-05-12,4.5,4.5,4.5,4.5,11000,-8.35
GIHD,2019-05-19,4.5,4.88,4.9,4.06,2280,0.0
GIHD,2019-05-26,4.09,4.13,4.6,3.82,16500,-9.11
GIHD,2019-06-09,4.09,4.23,4.35,4.03,17070,0.0
GIHD,2019-06-16,4.4,4.34,4.4,4.34,14000,7.58
GIHD,2019-06-23,4.29,4.08,4.34,3.96,23520,-2.5
GIHD,2019-06-30,4.29,4.22,4.34,4.22,290,0.0
GIHD,2019-07-07,4.29,4.2,4.29,4.0,2330,0.0
GIHD,2019-07-14,3.92,3.93,4.0,3.88,13000,-8.62
GIHD,2019-07-21,3.92,3.92,4.0,3.92,9160,0.0
GIHD,2019-07-28,3.92,4.18,4.19,3.55,2000,0.0
GIHD,2019-08-04,4.01,4.0,4.19,4.0,8290,2.3
GIHD,2019-08-11,4.01,4.23,4.25,4.01,800,0.0
GIHD,2019-08-18,4.01,4.11,4.4,4.01,6700,0.0
GIHD,2019-08-25,4.41,4.25,4.41,4.25,15470,9.98
GIHD,2019-09-01,4.41,4.39,4.41,4.3,8290,0.0
GIHD,2019-09-08,4.34,4.7,4.7,4.3,15990,-1.59
GIHD,2019-09-15,4.62,4.13,4.66,3.91,69870,6.45
GIHD,2019-09-22,4.64,5.03,5.08,4.52,100000,0.43
GIHD,2019-09-29,4.64,4.66,4.7,4.5,9180,0.0
GIHD,2019-10-06,4.7,4.5,4.93,4.35,60940,1.29
GIHD,2019-10-13,4.34,4.34,4.36,4.3,15900,-7.66
GIHD,2019-10-20,5.23,4.41,5.23,4.41,76470,20.51
GIHD,2019-10-27,4.89,5.26,5.74,4.86,45850,-6.5
GIHD,2019-11-03,5.24,5.32,5.38,4.66,72350,7.16
GIHD,2019-11-10,4.57,5.06,5.2,4.5,80820,-12.79
GIHD,2019-11-17,4.5,4.6,4.75,4.39,47840,-1.53
GIHD,2019-11-24,4.5,4.42,4.75,4.31,9240,0.0
GIHD,2019-12-01,4.5,4.5,4.73,4.3,12920,0.0
GIHD,2019-12-08,5.07,4.69,5.15,4.67,75140,12.67
GIHD,2019-12-15,5.57,5.24,5.6,5.0,154120,9.86
GIHD,2019-12-22,5.3,5.2,5.65,5.17,98210,-4.85
GIHD,2019-12-29,5.46,5.46,5.5,5.15,16200,3.02
GIHD,2020-01-05,5.65,5.0,6.0,5.0,118010,3.48
GIHD,2020-01-12,5.0,5.2,5.2,4.6,107650,-11.5
GIHD,2020-01-19,4.76,4.81,4.96,4.68,12550,-4.8
GIHD,2020-01-26,4.81,4.76,4.84,4.73,12050,1.05
GIHD,2020-02-02,5.76,4.83,5.78,4.83,112950,19.75
GIHD,2020-02-09,6.76,6.33,7.31,6.08,569000,17.36
GIHD,2020-02-16,6.46,6.97,7.25,6.3,241470,-4.44
GIHD,2020-02-23,5.19,6.32,6.49,5.1,257870,-19.66
GIHD,2020-03-01,5.05,4.9,5.18,4.36,250320,-2.7
GIHD,2020-03-08,4.57,4.65,4.84,4.18,112230,-9.5
GIHD,2020-03-15,3.49,4.51,4.51,3.1,115360,-23.63
GIHD,2020-03-22,4.15,3.37,4.27,3.37,75350,18.91
GIHD,2020-03-29,4.03,4.0,4.36,3.99,98840,-2.89
GIHD,2020-04-05,4.22,4.04,4.25,4.0,58070,4.71
GIHD,2020-04-12,4.54,4.2,4.7,4.1,99940,7.58
GIHD,2020-04-19,4.74,4.42,4.88,4.4,16200,4.41
GIHD,2020-04-26,4.79,4.78,4.91,4.52,38020,1.05
GIHD,2020-05-03,4.99,4.7,5.1,4.35,85870,4.18
GIHD,2020-05-10,4.5,4.7,4.75,4.33,26340,-9.82
GIHD,2020-05-17,5.48,4.65,5.53,4.65,83010,21.78
GIHD,2020-05-31,5.37,5.74,6.06,5.26,190460,-2.01
GIHD,2020-06-07,5.69,5.69,5.88,5.44,79470,5.96
GIHD,2020-06-14,6.41,6.25,7.48,6.23,327750,12.65
GIHD,2020-06-21,7.57,6.29,7.64,5.91,385470,18.1
GIHD,2020-06-28,7.95,8.32,8.78,7.67,312630,5.02
GIHD,2020-07-05,7.47,7.8,8.45,6.73,368590,-6.04
GIHD,2020-07-12,5.82,6.99,7.25,5.67,159550,-22.09
GIHD,2020-07-19,6.12,5.91,6.39,5.24,84820,5.15
GIHD,2020-07-26,6.59,6.25,6.61,5.96,911480,7.68
GIHD,2020-08-02,7.76,7.01,8.35,6.85,137760,17.75
GIHD,2020-08-09,7.32,7.7,8.2,7.11,255760,-5.67
GIHD,2020-08-16,7.46,7.35,7.55,6.8,59670,1.91
GIHD,2020-08-23,7.31,7.54,7.8,7.01,70540,-2.01
GIHD,2020-08-30,8.51,7.79,8.81,7.4,359030,16.42
GIHD,2020-09-06,8.19,8.5,8.68,7.3,169760,-3.76
GIHD,2020-09-13,10.06,8.03,10.39,7.45,799010,22.83
GIHD,2020-09-20,11.16,10.12,12.4,9.4,709610,10.93
GIHD,2020-09-27,10.76,11.75,11.75,10.5,312400,-3.58
GIHD,2020-10-04,9.98,10.81,11.1,9.3,249540,-7.25
GIHD,2020-10-11,9.62,10.35,10.96,9.03,242960,-3.61
GIHD,2020-10-18,12.12,10.0,13.9,9.4,1010000,25.99
GIHD,2020-10-25,12.21,11.52,13.3,11.44,497460,0.74
GIHD,2020-11-01,11.22,11.9,12.0,10.44,190160,-8.11
GIHD,2020-11-08,13.15,11.2,13.64,11.2,293850,17.2
GIHD,2020-11-15,11.55,12.79,12.9,11.03,306250,-12.17
GIHD,2020-11-22,11.48,11.7,13.0,11.0,680960,-0.61
GIHD,2020-11-29,12.59,11.8,13.65,11.74,760000,9.67
GIHD,2020-12-06,14.62,12.9,15.21,12.4,822100,16.12
GIHD,2020-12-13,14.25,15.39,15.61,13.45,487130,-2.53
GIHD,2020-12-20,13.07,14.4,15.19,12.13,225220,-8.28
GIHD,2020-12-27,13.86,12.77,14.49,12.47,248860,6.04
GIHD,2021-01-03,14.72,13.89,14.97,13.4,312340,6.2
GIHD,2021-01-10,14.55,14.98,15.1,14.14,327600,-1.15
GIHD,2021-01-17,14.25,14.69,15.25,14.1,301070,-2.06
GIHD,2021-01-24,14.33,14.15,14.68,13.7,217900,0.56
GIHD,2021-01-31,15.43,14.29,16.14,13.55,745440,7.68
GIHD,2021-02-07,17.02,16.01,17.6,15.7,849390,10.3
GIHD,2021-02-14,17.04,17.4,17.96,16.1,664300,0.12
GIHD,2021-02-21,16.55,17.6,18.28,16.4,271540,-2.88
GIHD,2021-02-28,14.59,16.95,16.95,14.1,168080,-11.84
GIHD,2021-03-07,14.82,14.75,15.79,14.21,123290,1.58
GIHD,2021-03-14,12.89,14.55,14.9,12.21,81750,-13.02
GIHD,2021-03-21,11.32,12.51,12.8,10.3,127580,-12.18
GIHD,2021-03-28,13.56,11.8,13.92,11.65,140810,19.79
GIHD,2021-04-04,12.87,13.7,13.7,11.21,167210,-5.09
GIHD,2021-04-11,12.42,13.28,13.9,11.95,125090,-3.5
GIHD,2021-04-18,13.74,12.95,14.0,12.63,198020,10.63
GIHD,2021-04-25,14.77,14.0,16.0,14.0,259560,7.5
GIHD,2021-05-02,14.71,14.77,15.0,14.36,68440,-0.41
GIHD,2021-05-09,14.68,14.95,14.99,14.4,36990,-0.2
GIHD,2021-05-16,18.57,14.88,19.38,14.88,376550,26.5
GIHD,2021-05-23,20.37,19.37,23.12,19.12,802530,9.69
GIHD,2021-05-30,18.48,20.0,20.0,17.4,318780,-9.28
GIHD,2021-06-06,18.53,17.28,19.85,16.96,339140,0.27
GIHD,2021-06-13,18.17,18.41,18.6,16.12,203340,-1.94
GIHD,2021-06-20,24.15,18.43,24.6,17.86,613410,32.91
GIHD,2021-06-27,26.27,25.97,28.45,24.5,704730,8.78
GIHD,2021-07-04,29.24,25.6,32.0,25.1,1500000,11.31
GIHD,2021-07-11,37.87,28.12,39.3,28.12,571660,29.51
GIHD,2021-07-18,40.37,38.99,41.62,38.5,94630,6.6
GIHD,2021-07-25,45.95,43.0,50.39,40.26,506420,13.82
GIHD,2021-08-01,43.34,46.97,49.65,41.25,681360,-5.68
GIHD,2021-08-08,45.12,45.35,46.0,41.15,253450,4.11
GIHD,2021-08-15,38.36,42.52,45.0,36.35,583050,-14.98
GIHD,2021-08-22,37.25,38.5,40.01,34.0,275740,-2.89
GIHD,2021-08-29,37.58,36.0,38.7,32.3,205880,0.89
GIHD,2021-09-05,22.67,37.0,37.0,21.5,923750,-39.68
GIHD,2021-09-12,21.46,21.61,25.0,20.0,551240,-5.34
GIHD,2021-09-19,20.94,21.25,23.5,17.3,637750,-2.42
GIHD,2021-09-26,18.79,21.34,21.6,18.5,261560,-10.27
GIHD,2021-10-03,18.76,18.85,19.6,18.25,105180,-0.16
GIHD,2021-10-10,17.91,18.71,19.37,17.61,246880,-4.53
GIHD,2021-10-17,12.96,18.0,18.38,11.41,264210,-27.64
GIHD,2021-10-24,13.56,13.93,14.48,10.0,344200,4.63
GIHD,2021-10-31,13.49,13.73,16.0,12.1,258950,-0.52
GIHD,2021-11-07,14.29,13.01,15.7,12.6,108310,5.93
GIHD,2021-11-14,13.3,14.5,15.25,12.13,104190,-6.93
GIHD,2021-11-21,13.72,12.31,13.9,11.83,218490,3.16
GIHD,2021-11-28,13.67,12.5,13.95,11.01,256600,-0.36
GIHD,2021-12-05,14.27,13.99,16.0,13.52,459730,4.39
GIHD,2021-12-12,13.31,13.7,14.55,13.12,112850,-6.73
GIHD,2021-12-19,13.58,13.5,13.95,12.85,91300,2.03
GIHD,2021-12-26,13.53,13.6,14.2,13.2,103820,-0.37
GIHD,2022-01-02,13.53,13.85,13.98,13.53,26590,0.0
GIHD,2022-01-09,13.45,13.8,14.19,13.3,108840,-0.59
GIHD,2022-01-16,13.45,13.3,13.45,13.0,36340,0.0
GIHD,2022-01-23,15.16,12.63,15.5,12.5,329810,12.71
GIHD,2022-01-30,15.79,15.4,16.8,13.05,873830,4.16
GIHD,2022-02-06,16.06,15.9,16.48,15.25,585330,1.71
GIHD,2022-02-13,15.27,16.07,16.17,13.9,415840,-4.92
GIHD,2022-02-20,12.98,15.1,15.53,12.4,245240,-15.0
GIHD,2022-02-27,13.94,13.72,14.48,13.2,243610,7.4
GIHD,2022-03-06,13.05,13.94,14.6,12.72,327710,-6.38
GIHD,2022-03-13,12.52,13.0,13.0,12.05,137130,-4.06
GIHD,2022-03-20,14.18,12.87,14.29,12.6,407950,13.26
GIHD,2022-03-27,13.98,14.47,15.96,13.52,724740,-1.41
GIHD,2022-04-03,14.36,14.02,15.71,13.87,375010,2.72
GIHD,2022-04-10,13.21,14.2,14.66,13.04,206540,-8.01
GIHD,2022-04-17,12.87,13.21,13.5,10.66,193370,-2.57
GIHD,2022-04-24,12.75,12.87,12.87,12.2,89070,-0.93
GIHD,2022-05-08,12.13,12.51,12.78,11.8,167860,-4.86
GIHD,2022-05-15,11.5,11.85,12.15,11.2,87780,-5.19
GIHD,2022-05-22,10.02,11.49,11.49,10.0,93090,-12.87
GIHD,2022-05-29,10.02,10.38,10.5,9.5,74010,0.0
GIHD,2022-06-05,11.23,10.4,11.35,10.2,68240,12.08
GIHD,2022-06-12,11.99,11.02,12.5,10.57,131740,6.77
GIHD,2022-06-19,11.99,11.98,11.99,10.62,35170,0.0
GIHD,2022-06-26,11.99,10.9,11.99,10.02,34000,0.0
GIHD,2022-07-03,11.99,10.94,11.99,10.0,31970,0.0
GIHD,2022-07-17,11.81,10.4,11.99,10.4,85250,-1.5
GIHD,2022-07-24,11.86,11.8,12.2,11.3,134260,0.42
GIHD,2022-07-31,12.45,12.2,12.62,11.82,107430,4.97
GIHD,2022-08-07,14.95,12.62,15.3,12.5,253020,20.08
GIHD,2022-08-14,15.2,15.3,15.9,14.45,174780,1.67
GIHD,2022-08-21,16.22,15.3,17.21,15.26,352850,6.71
GIHD,2022-08-28,14.67,16.3,16.3,13.08,176260,-9.56
GIHD,2022-09-04,14.04,14.0,14.7,13.2,75950,-4.29
GIHD,2022-09-11,13.94,13.95,14.4,13.66,65470,-0.71
GIHD,2022-09-18,12.99,13.53,13.94,12.21,71550,-6.81
GIHD,2022-09-25,14.07,12.9,14.49,12.9,111050,8.31
GIHD,2022-10-02,14.07,13.5,14.39,12.31,61490,0.0
GIHD,2022-10-09,14.07,13.5,14.07,12.4,49540,0.0
GIHD,2022-10-16,14.51,12.9,14.8,12.9,313360,3.13
GIHD,2022-10-23,14.01,14.7,15.88,13.8,293950,-3.45
GIHD,2022-10-30,13.28,13.85,14.5,13.0,94500,-5.21
GIHD,2022-11-06,14.19,13.1,14.28,13.1,105060,6.85
GIHD,2022-11-13,15.37,14.03,15.85,14.01,213180,8.32
GIHD,2022-11-20,16.56,15.78,16.77,15.25,225890,7.74
GIHD,2022-11-27,15.67,16.7,16.88,15.11,154990,-5.37
GIHD,2022-12-04,16.33,15.55,16.87,15.5,372110,4.21
GIHD,2022-12-11,17.18,16.79,18.4,16.6,387710,5.21
GIHD,2022-12-18,16.96,17.15,17.7,16.3,135380,-1.28
GIHD,2022-12-25,16.27,16.0,16.99,15.2,92710,-4.07
GIHD,2023-01-01,16.25,16.5,16.97,15.71,80760,-0.12
GIHD,2023-01-08,15.63,16.11,16.49,14.5,77710,-3.82
GIHD,2023-01-15,15.72,15.1,16.2,14.9,129250,0.58
GIHD,2023-01-22,15.66,15.77,16.5,15.18,117440,-0.38
GIHD,2023-01-29,15.05,15.9,16.0,14.7,127860,-3.9
GIHD,2023-02-05,14.76,14.8,15.35,13.75,124390,-1.93
GIHD,2023-02-12,14.76,14.31,15.05,14.31,34770,0.0
GIHD,2023-02-19,16.98,15.0,18.25,14.8,665950,15.04
GIHD,2023-02-26,18.42,16.6,19.99,16.6,655750,8.48
GIHD,2023-03-05,19.27,18.42,21.0,17.9,622020,4.61
GIHD,2023-03-12,15.25,19.27,19.27,13.12,382520,-20.86
GIHD,2023-03-19,15.89,14.5,16.7,13.77,299390,4.2
GIHD,2023-03-26,15.51,15.81,16.65,15.03,104290,-2.39
GIHD,2023-04-02,18.91,15.28,21.98,15.28,690340,21.92
GIHD,2023-04-09,18.97,19.19,19.65,18.1,400040,0.32
GIHD,2023-04-16,17.97,18.65,18.99,17.1,68050,-5.27
GIHD,2023-04-23,17.59,17.97,18.25,17.3,81630,-2.11
GIHD,2023-04-30,17.03,17.99,18.4,16.1,104230,-3.18
GIHD,2023-05-07,17.23,16.62,17.6,16.22,98050,1.17
GIHD,2023-05-14,17.14,16.85,17.45,16.25,66130,-0.52
GIHD,2023-05-21,17.11,16.8,18.0,16.8,236940,-0.18
GIHD,2023-05-28,17.92,17.4,18.6,17.08,223780,4.73
GIHD,2023-06-04,17.43,17.77,18.15,17.1,84310,-2.73
GIHD,2023-06-11,17.34,17.1,17.51,17.01,37390,-0.52
GIHD,2023-06-18,17.12,17.11,17.4,16.5,58440,-1.27
GIHD,2023-06-25,17.12,16.6,17.12,16.53,12530,0.0
GIHD,2023-07-02,17.13,16.9,17.35,16.05,40600,0.06
GIHD,2023-07-09,15.87,17.0,17.0,15.24,62550,-7.36
